node_id,name,txt,syntax,tags,is_ro,is_richtxt,has_codebox,has_table,has_image,level,ts_creation,ts_lastsave
14,Plantae - Rostliny,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,1526677914.7125883,1526677914.7125883
15,Animalia -Živočichové,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,1526677929.2123227,1526677929.2123227
160,Složení,"<?xml version=""1.0"" ?><node><rich_text>Atmosféra
Geologie
Ekologie
Cykly Planet</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
37,Ekologie,"<?xml version=""1.0"" ?><node><rich_text>Hydrologie
Toxikologie
Metrologie

Bioaccumulation chemicals </rich_text><rich_text link=""webs http://www.nature.com/articles/s41559-016-0051"">http://www.nature.com/articles/s41559-016-0051</rich_text><rich_text>
Removing heavy metals with coffee infused foam 
</rich_text><rich_text link=""webs https://www.acs.org/content/acs/en/pressroom/presspacs/2016/acs-presspac-september-21-2016/coffee-infused-foam-removes-lead-from-contaminated-water.html"">https://www.acs.org/content/acs/en/pressroom/presspacs/2016/acs-presspac-september-21-2016/coffee-infused-foam-removes-lead-from-contaminated-water.html</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
137,Člověk,"<?xml version=""1.0"" ?><node><rich_text scale=""h1"">Entita - Ether - Akáša</rich_text><rich_text>
Oblasti: Aura, Zdravení, Jídlo (Suroviny a Konzum)
Navázáno: Psychologie

</rich_text><rich_text scale=""h1"">Pohyb - Oheň</rich_text><rich_text>
Oblasti: Fyzický pohyb, kondice, pěstování a chov, domácí cvičení

</rich_text><rich_text scale=""h1"">Zákony - Voda</rich_text><rich_text>
Oblasti: Kultura (Knihy, Obrazy, Hudba, Filmy, Jazyk)

</rich_text><rich_text scale=""h1"">Kultura - Vítr - Okolí</rich_text><rich_text>
Oblasti: Kultura (Knihy, Obrazy, Hudba, Filmy, Jazyk)

</rich_text><rich_text scale=""h1"">Magie - Země</rich_text><rich_text>
Oblsati: Bílá, Černá, Záhady</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
41,Jídlo a Zdravení,"<?xml version=""1.0"" ?><node><rich_text>Aura
Zdravení 
Jídlo - Suroviny
Jídlo - Recepty a přípravy

veganský kulturista - </rich_text><rich_text link=""webs http://www.jetonavas.cz"">www.jetonavas.cz</rich_text><rich_text>

(non)vegan ingredients - </rich_text><rich_text link=""webs https://www.americastestkitchen.com/articles/539-vegan-beware-3-common-ingredients-you-think-are-vegan-that-might-not-be"">https://www.americastestkitchen.com/articles/539-vegan-beware-3-common-ingredients-you-think-are-vegan-that-might-not-be</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
40,Aura,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
201,Suroviny,"<?xml version=""1.0"" ?><node><rich_text>Pokrmy 
Nápoje
Afrodiziaka
Ozdravovací
Hygiena</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
44,Recepty Přípravy,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
43,Pohyb,"<?xml version=""1.0"" encoding=""UTF-8""?>
<node><rich_text>Chov a pěstání
Venkovní zábava
Hry
Doprava
Domácí cvičení

Rule of 3 </rich_text><rich_text link=""webs http://www.artofmanliness.com/2017/01/09/work-deliberately-instead-reactively-rule-3/"">http://www.artofmanliness.com/2017/01/09/work-deliberately-instead-reactively-rule-3/</rich_text><rich_text>
Strange Facts </rich_text><rich_text link=""webs http://www.unbelievable-facts.com/2017/02/facts-that-sound-fake.html"">http://www.unbelievable-facts.com/2017/02/facts-that-sound-fake.html</rich_text><rich_text>
Farting </rich_text><rich_text link=""webs https://dailyplug.com/apparently-people-who-fart-in-front-of-their-partner-are-more-likely-to-have-a-lasting-relationship/"">https://dailyplug.com/apparently-people-who-fart-in-front-of-their-partner-are-more-likely-to-have-a-lasting-relationship/</rich_text><rich_text>
Sliders Workout </rich_text><rich_text link=""webs https://greatist.com/move/sliders-workout"">https://greatist.com/move/sliders-workout</rich_text><rich_text>

Welness
Welness Branná </rich_text><rich_text link=""webs http://www.relaxkolstejn.cz/"">http://www.relaxkolstejn.cz/</rich_text><rich_text>
Welness Energetic Rožnov </rich_text><rich_text link=""webs http://www.hotel-energetic.cz/"">http://www.hotel-energetic.cz/</rich_text><rich_text>

</rich_text></node>
",custom-colors,,0,1,0,0,0,0,0,1661961254
34,Chov a Pěstování,"<?xml version=""1.0"" ?><node><rich_text>Přehled postřiků proti škůdcům </rich_text><rich_text link=""webs http://www.cactusforum.eu/viewtopic.php?t=16&amp;start=45"">http://www.cactusforum.eu/viewtopic.php?t=16&amp;start=45</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
42,Venku,"<?xml version=""1.0"" ?><node><rich_text>Oblečení
Outdoor
čundr vybavení</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
115,Hry,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
186,Doprava,"<?xml version=""1.0"" ?><node><rich_text>Udělat program, který se bude umět adaptovat na všechny možné timetables, tohle se ještě musí vymyslet...
Ale určitě existuje svobodný formát dat...</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
272,Domácí cvičení,"<?xml version=""1.0"" ?><node><rich_text>Afrodiziaka
Devices
ERituals</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
45,Kultura,"<?xml version=""1.0"" ?><node><rich_text>Knihy
Obrazy
Hudba
Filmy
Jazyk
Historie</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
168,Knihy,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
169,Obrazy,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
165,Hudba,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
161,Filmy,"<?xml version=""1.0"" encoding=""UTF-8""?>
<node><rich_text link=""webs http://www.csfd.cz/zebricky/nejoblibenejsi-filmy/?show=complete"">http://www.csfd.cz/zebricky/nejoblibenejsi-filmy/?show=complete</rich_text><rich_text>
</rich_text><rich_text link=""webs http://www.csfd.cz/zebricky/nejlepsi-filmy/?show=complete"">http://www.csfd.cz/zebricky/nejlepsi-filmy/?show=complete</rich_text><rich_text>

</rich_text><rich_text link=""webs http://www.pronaladu.cz/12-zahadnych-filmu-nad-jejichz-obsahem-si-budete-lamat-hlavu/"">http://www.pronaladu.cz/12-zahadnych-filmu-nad-jejichz-obsahem-si-budete-lamat-hlavu/</rich_text><rich_text>
</rich_text></node>
",custom-colors,,0,1,0,0,0,0,0,1662017150
182,Jazyk,"<?xml version=""1.0"" encoding=""UTF-8""?>
<node><rich_text>Abeceda
Citáty

Diskuze
Badoo </rich_text><rich_text link=""webs https://badoo.com/"">https://badoo.com/</rich_text><rich_text>
CyberSpace </rich_text><rich_text link=""webs https://www.cyberspace.cz/"">https://www.cyberspace.cz/</rich_text><rich_text>
Okoun </rich_text><rich_text link=""webs https://www.okoun.cz/"">https://www.okoun.cz/</rich_text><rich_text>
Lopuch </rich_text><rich_text link=""webs http://www.lopuch.cz/"">http://www.lopuch.cz/</rich_text><rich_text>
Pískoviště </rich_text><rich_text link=""webs http://bbs.sandbox.cz/"">http://bbs.sandbox.cz/</rich_text><rich_text>
Nyx </rich_text><rich_text link=""webs https://www.nyx.cz/index.php?l=gate;dw=1"">https://www.nyx.cz/index.php?l=gate;dw=1</rich_text></node>
",custom-colors,,0,1,0,0,0,0,0,1661961258
184,Historie,"<?xml version=""1.0"" ?><node><rich_text>Kalendář
Svátky a výročí

Důležité otázky:
• jak zapisovat
   ◇ datum a čas
   ◇ pozice planet - to je v 440 - zde jen odkaz
   ◇ absolutní datum (bude asi pomocí pozice planet)
   ◇ juliánský kalendář
   ◇ časové pásma (pozici)
   ◇ časové posuny
   ◇ rozmezí - období (1 den, 1 měsíc, ...)</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
46,Zákony,"<?xml version=""1.0"" ?><node><rich_text>

</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
330,Identita,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
166,Práce,"<?xml version=""1.0"" ?><node><rich_text link=""webs http://www.fastcompany.com/3055035/the-future-of-work/you-should-plan-on-switching-jobs-every-three-years-for-the-rest-of-your-"">http://www.fastcompany.com/3055035/the-future-of-work/you-should-plan-on-switching-jobs-every-three-years-for-the-rest-of-your-</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
217,Socioekonomie,"<?xml version=""1.0"" ?><node><rich_text>Socio-Ekonomická sféra

• Počet obyvatelstva
   ◇ porodnost (natalita)
   ◇ úmrtnost (mortalita)
   ◇ přistěhovalectví (imigrace)
   ◇ odstěhovalectví (emigrace)
• Složení obyvatelstva
   ◇ Pohlaví
      ▪ muži
      ▪ ženy (více)
   ◇ Věk
      ▪ předprodukční (0-15)
      ▪ produkční (15-60)
      ▪ poprodukční (60 a více)
   ◇ Rasy
   ◇ Národ
   ◇ Jazyk
   ◇ Náboženství
      ▪ Ateisté
      ▪ Křesťanství
      ▪ Islám
      ▪ Budhismus
      ▪ Hinduismus
      ▪ Judaismus
      ▪ Konfucionismus
• Rozmístění obyvatelstva
   ◇ Přírodní podmínky
      ▪ Vzdálenost od oceánu
      ▪ Nadmořská výška
      ▪ Klimatické podmínky (teplota a dostatek srážek)
      ▪ Podél řek
   ◇ Ekonomické podmínky
      ▪ Zemědělství
      ▪ Nerostné suroviny
      ▪ Průmysl
      ▪ Dopravní tepny</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
220,Co-Workers,"<?xml version=""1.0"" ?><node><rich_text>Disagree with coworkers - </rich_text><rich_text link=""webs http://lifehacker.com/how-to-disagree-with-your-coworkers-without-getting-int-1787758294"">http://lifehacker.com/how-to-disagree-with-your-coworkers-without-getting-int-1787758294</rich_text><rich_text>
Deal with manipulative coworker - </rich_text><rich_text link=""webs http://twocents.lifehacker.com/how-to-deal-with-a-manipulative-coworker-1787682219?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+lifehacker%2Ffull+%28Lifehacker%29"">http://twocents.lifehacker.com/how-to-deal-with-a-manipulative-coworker-1787682219?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+lifehacker%2Ffull+%28Lifehacker%29</rich_text><rich_text>

</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
256,Státní zřízení,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
301,Finančnitví,"<?xml version=""1.0"" ?><node><rich_text>Czech export insurance </rich_text><rich_text link=""webs http://www.egap.cz/index-en.php"">http://www.egap.cz/index-en.php</rich_text><rich_text>

OVB Dokument </rich_text><rich_text link=""webs https://www.youtube.com/watch?v=f-xixAjhL10"">https://www.youtube.com/watch?v=f-xixAjhL10</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
309,Psychologie,"<?xml version=""1.0"" ?><node><rich_text link=""webs https://www.americastestkitchen.com/articles/539-vegan-beware-3-common-ingredients-you-think-are-vegan-that-might-not-be"">https://www.americastestkitchen.com/articles/539-vegan-beware-3-common-ingredients-you-think-are-vegan-that-might-not-be</rich_text><rich_text>

</rich_text><rich_text link=""webs http://lifehacker.com/this-video-shows-how-youre-not-really-in-the-majority-i-1792699609"">http://lifehacker.com/this-video-shows-how-youre-not-really-in-the-majority-i-1792699609</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
47,Magie,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
258,Alchymie,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
267,Symbolika,"<?xml version=""1.0"" ?><node><rich_text link=""webs http://dailyoccupation.com/2017/01/14/10-spiritual-symbols-meaning-must-know-photo/"">http://dailyoccupation.com/2017/01/14/10-spiritual-symbols-meaning-must-know-photo/</rich_text><rich_text>

Hamsa

Tree of Life

Ankh

Eye of Horus

Lotus Flower

Yin Yang

Pentacle

Caduceus

Dharma Wheel

Flower of Life
</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
331,Místa,"<?xml version=""1.0"" ?><node><rich_text>http://</rich_text><rich_text link=""webs http://www.taniassecret.cz/zlata-koruna-klaster/tajemna-mista/"">www.taniassecret.cz/zlata-koruna-klaster/tajemna-mista/</rich_text><rich_text>

</rich_text><rich_text link=""webs http://www.novinky.cz/cestovani/tipy-na-vylety/205028-po-zahadnych-a-tajemnych-mistech-cech-moravy-i-slezska.html"">http://www.novinky.cz/cestovani/tipy-na-vylety/205028-po-zahadnych-a-tajemnych-mistech-cech-moravy-i-slezska.html</rich_text><rich_text>

</rich_text><rich_text link=""webs http://www.gpz.cz/schumann.htm"">http://www.gpz.cz/schumann.htm</rich_text><rich_text>

</rich_text><rich_text link=""webs http://zahadnamista.cz/category/lokalita/cr/"">http://zahadnamista.cz/category/lokalita/cr/</rich_text><rich_text>

</rich_text><rich_text link=""webs http://www.kudyznudy.cz/Aktuality/Tajemna-mista-Ceska-%E2%80%93-poodhrnte-rousku-zahad-a-taj.aspx"">http://www.kudyznudy.cz/Aktuality/Tajemna-mista-Ceska-%E2%80%93-poodhrnte-rousku-zahad-a-taj.aspx</rich_text><rich_text>

</rich_text><rich_text link=""webs http://cestovani.idnes.cz/vylet-luzicke-hory-ortel-0hq-/tipy-na-vylet.aspx?c=A120329_104705_igcechy_tom"">http://cestovani.idnes.cz/vylet-luzicke-hory-ortel-0hq-/tipy-na-vylet.aspx?c=A120329_104705_igcechy_tom</rich_text><rich_text>

</rich_text><rich_text link=""webs http://www.tuning-forum.org/viewtopic.php?f=20&amp;t=107174"">http://www.tuning-forum.org/viewtopic.php?f=20&amp;t=107174</rich_text><rich_text>

</rich_text><rich_text link=""webs http://zbynkuv.blog.cz/rubrika/tajemna-mista-v-cr"">http://zbynkuv.blog.cz/rubrika/tajemna-mista-v-cr</rich_text><rich_text>

</rich_text><rich_text link=""webs http://www.mystika.cz/"">http://www.mystika.cz/</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
11,Astrologie,"<?xml version=""1.0"" ?><node><rich_text scale=""h2"">1. ZNAMENÍ</rich_text><rich_text>
Astronomické (efemeridové) polohy astrologických prvků (planet, Slunce, Měsíce, měsíčních uzlů atd.) zapisujeme do tzv. „kolečka“ . To je kruh rozdělený na 360 stupňů, který dále dělíme na úseky po 30 stupních, které nazýváme znamení. Počáteční bod kruhu je v jarním bodě, což je průsečík ekliptiky a nebeského rovníku. Když do tohoto bodu vstoupí Slunce, je první jarní den. Od tohoto bodu po 30 stupních jsou úseky jednotlivých znamení ve známém pořadí: Beran, Býk, Blíženci, Rak, Lev, Panna, Váhy, Štír, Střelec, Kozoroh, Vodnář a Ryby. Je třeba mít na paměti, že zde není žádná fyzická souvislost ze souhvězdími stejných jmen. V případě znamení jde o pojmenování 30 stupňových úseků, počínajících v jarním bodě! Těmto 12. znamením jsou přiřazovány kvality, které „zabarvují“ ostatní prvky horoskopu, které se v nich nacházejí. Ve skutečnosti je ovšem horoskop pouze dvojrozměrným zobrazením skutečnosti, která má pochopitelně rozměry tři. Jde tedy ve skutečnosti ne o kruh, ale o kouli a jednotlivá znamení tvoří tzv. sférické trojúhelníky o stejné velikosti. Výklady postavenými pouze na umístění Slunce v těchto znameních vznikla astrologie bulvární, která je hlavním původcem špatné pověsti astrologie.
 
</rich_text><rich_text scale=""h2"">2. PLANETY</rich_text><rich_text>
Pod pojmem planety se tradičně v astrologii myslí nejen všechny planety Sluneční soustavy, ale také Slunce a Luna. Je to nepřesná, ale dosti zaužívaná terminologie. Přesnější by bylo říci, že astrologie pracuje hlavně s jednou hvězdou (Sluncem), ale i některými hvězdami dalšími (vyšší hvězdné velikosti), planetami Sluneční soustavy a měsícem země. Polohy (délkové hodnoty na ekliptice) těchto „planet“ se zapíší do „kolečka“. Každá planeta má svůj obecně používaný symbol.
Každé planetě je přiřazen určitý komplex psychologických a osudových charakteristik. Např. Slunce je spojováno – ve shodě s jeho úlohou ve Sluneční soustavě – s egem, kolem kterého se to všechno točí, s osobností člověka. Dále s denním vědomím, sebevědomím, autoritou apod. V osudové oblasti je to symbol otce, vládce, možnosti vyniknout – zazářit.

</rich_text><rich_text scale=""h2"">3. ASPEKTY</rich_text><rich_text>
Aspekty nazýváme úhly, které mezi sebou v horoskopu zakreslené prvky zaujímají. Některé jsou pokládány za zvláště účinné. Jsou to úhel 0° – konjunkce, 60° – sextil, 90° – kvadratura, 120° – trigon, 180° – opozice. Účinnost každého aspektu je omezena jeho přesností – rozpětí účinnosti se nazývá orbis a pohybuje se cca kolem 8°. Konjunkce dané prvky spojuje, jejich kvality splývají, někdy až do nepřehledné jednoty. Sextil je ukazatelem talentu, možností, které je třeba rozvíjet. Kvadratura je tenzní spojení, je spojena s překážkami, disharmoniemi, psychologickými i osudovými tlaky. Dobře využitá snahami o harmonii může mít ovšem i dynamizující efekt na člověka. Trigon je aspektem „osudových darů“, ať ve smyslu vnitřním či zevním. Pro ty, co akceptují reinkarnační pojetí života, to jsou karmické zásluhy z minulosti. Negativní stránkou může být nedostatečná motivace osudovými tlaky, lenivé spaní na vavřínech a postupné „vyjídání zásob“, bez vytváření perspektiv. Opozice je symbolem Saturna, planety osudu (karmy) a bývá spojena s osudovými nesnázemi, zásadními rozpory a neslučitelnými protiklady. Jejich zvládnutí vyžaduje vnitřní zralost, ale může vyústit v pochopení jednoty protikladů, odvrácení od světa k duchovním cílům, rozvinutí opravdové moudrosti.

</rich_text><rich_text scale=""h2"">4. DOMY</rich_text><rich_text>
Při výpočtu horoskopu potřebujeme i přesný čas a místo narození, abychom mohli určit další systém dvanácti sférických trojúhelníků, který nazýváme domy. Jejich počáteční bod je místo ekliptiky, které v okamžiku narození v daném místě vychází nad obzor. To je tzv. ascendent. Protilehlý k němu, a tedy právě zapadající, je descendent (D. C), v nadhlavníku je Medium coeli (MC) a v podnožníku Immum coeli (I.C.). Tyto body určují hlavní osy horoskopu, které jsou základem 1, 7, 10 a 4 domu. Čtyři kvadranty, které nám zbudou, dále dělíme na tři díly, a tak vzniká celkem dvanáct domů. Systém jejich výpočtu není ustálen, resp. používají různí astrologové různé metody. Těchto dvanáct domů slouží k určení oblastí, ve kterých se ostatní prvky horoskopu (tedy hlavně planety ve vzájemných aspektech a v postaveních ve znameních) budou uplatňovat. Např. 7. dům je spojován s partnerem, společníkem, veřejností. 10. dům s kariérou, s vyniknutím atd. atd.

Je ještě mnoho dalšího s čím astrologie pracuje – měsíční uzle, Černá luna, tvary horoskopu, živly, arabské body, kvality jednotlivých stupňů, retrogradity planet, vládci, recepce a mnoho, mnoho dalšího. Neexistuje jen horoskop narození, ale je mnoho typů horoskopů dalších, které slouží k prognózám, kdy se osudové potenciály zrození budou realizovat. Dále horoskopy porovnávací, které slouží k identifikaci vztahů osob, horoskopy času položení otázky, solární, lunární, horoskopy států, věcí, událostí atd.

Vrcholným uměním astrologie je z jednotlivých prvků nechat vystoupit individuální povahu a osud jedince, jehož horoskop se analyzuje. To vyžaduje nejen práci s mnoha pravidly o dominantách, vyhodnocování důležitosti nebo nevýznamnosti jednotlivostí, ale hlavně intuitivní schopnost pochopení, která teprve vytváří individuální výklad horoskopu.</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
138,Vědy,"<?xml version=""1.0"" ?><node><rich_text scale=""h2"">Matematika

Fyzika

Chemie

Astronomie

Filozofie

Kvantová teorie
</rich_text><rich_text>
Věda a výzkum </rich_text><rich_text link=""webs http://www.veda.cz/"">http://www.veda.cz/</rich_text><rich_text>
Science world </rich_text><rich_text link=""webs http://www.scienceworld.cz/"">http://www.scienceworld.cz/</rich_text><rich_text>
Science geek </rich_text><rich_text link=""webs http://www.sciencegeek.net/"">http://www.sciencegeek.net/</rich_text><rich_text>
časopis 21. století </rich_text><rich_text link=""webs https://21stoleti.cz/"">https://21stoleti.cz/</rich_text><rich_text>
časopis Natura </rich_text><rich_text link=""webs http://natura.baf.cz/natura/"">http://natura.baf.cz/natura/</rich_text><rich_text>

Techmania Science Center Plzeň </rich_text><rich_text link=""webs https://techmania.cz/cs/"">https://techmania.cz/cs/</rich_text><rich_text>

Tools
Wolfram alpha </rich_text><rich_text link=""webs http://www.wolframalpha.com/"">http://www.wolframalpha.com/</rich_text><rich_text>
Mega Converter </rich_text><rich_text link=""webs http://www.megaconverter.com/mega2/"">http://www.megaconverter.com/mega2/</rich_text><rich_text>
Table of tables </rich_text><rich_text link=""webs http://hyperphysics.phy-astr.gsu.edu/hbase/Tables/ttab.html"">http://hyperphysics.phy-astr.gsu.edu/hbase/Tables/ttab.html</rich_text><rich_text>
Handbook of Chemistry &amp; Physics </rich_text><rich_text link=""webs http://hbcponline.com"">http://hbcponline.com</rich_text><rich_text>
Draw a Symbol </rich_text><rich_text link=""webs http://www.mausr.com/"">http://www.mausr.com/</rich_text><rich_text>

The universe zoom </rich_text><rich_text link=""webs http://micro.magnet.fsu.edu/primer/java/scienceopticsu/powersof10/"">http://micro.magnet.fsu.edu/primer/java/scienceopticsu/powersof10/</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,1534915225.0989997
48,Matematika,"<?xml version=""1.0"" encoding=""UTF-8""?>
<node/>
",custom-colors,,0,1,0,0,0,0,0,1665528079
180,Čísla,"<?xml version=""1.0"" ?><node><rich_text scale=""h2"">Přirozená - N
</rich_text><rich_text>nezáporná, nenulová (1; 2; 3; 4; ...)</rich_text><rich_text scale=""h2"">
Celá - Z
</rich_text><rich_text>N + záporná přirozená (-1; -2; ...) a {0}</rich_text><rich_text scale=""h2"">
Racionální - Q
</rich_text><rich_text>Z + ryze lomená (1/2; 2,5; ...)</rich_text><rich_text scale=""h2"">
Reálná - R
</rich_text><rich_text>Q + iracionální (sqrt(2); pi(), ...)</rich_text><rich_text scale=""h2"">
Komplexní - C</rich_text><rich_text>
R + imaginární (i; 3i)</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
181,Číslicové soustavy,"<?xml version=""1.0"" ?><node><rich_text>Dvojková (Binární)

Trojková

Čtyřková

Pětková

Šestková

Sedmičková

Osmičková

Devítková

Desítková</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
202,Algebra,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
203,Geometrie,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
190,Goniometrie,"<?xml version=""1.0"" ?><node><rich_text></rich_text></node>",custom-colors,,0,1,0,0,0,0,0,1497290250.805627
49,Fyzika,"<?xml version=""1.0"" encoding=""UTF-8""?>
<node/>
",custom-colors,,0,1,0,0,0,0,0,1665528030
204,Mechanika těles,"<?xml version=""1.0"" ?><node><rich_text>Těleso má dvě základní vlastnosti:
• hmotnost
• hustota

</rich_text><rich_text scale=""h2"">Pohyb</rich_text><rich_text>
Základní vlastnost hmoty
Rychlost = míra pohybu
</rich_text><rich_text scale=""h3"">Přímočarý (rovnoměrný)</rich_text><rich_text scale=""h2"">
</rich_text><rich_text>
</rich_text><rich_text scale=""h3"">Křivočarý</rich_text><rich_text scale=""h2"">
</rich_text><rich_text>
</rich_text><rich_text scale=""h3"">Zrychlení</rich_text><rich_text> - Při rovnoměrném zvětšování rychlosti
</rich_text><rich_text scale=""h2"">Síla
</rich_text><rich_text>Uvádí těleso do pohybu
Zvětšuje/změnšuje jeho rychlost</rich_text><rich_text scale=""h2"">
Tíha
Práce
</rich_text><rich_text>Těleso koná práci pokud působí silou a přemisťuje těleso po dráze</rich_text><rich_text scale=""h2"">
Výkon
</rich_text><rich_text>Práce vykonaná za jednotku času (1s)</rich_text><rich_text scale=""h2"">
Účinnost
</rich_text><rich_text>Práce vykonaná
-----------------------   v [%]
Práce   dodaná</rich_text><rich_text scale=""h2"">
Energie</rich_text><rich_text>
1. Pohybová (kinetická)
2. Polohová (potencionální)</rich_text></node>",custom-colors,,0,1,0,0,0,0,0,0
